Index Number,Stop Number,Common Stop Name,Street Name,Town Name,Latitude,Longitude
IE4194,1897,Castlefield Woods,Clonsilla Road,The Thatch,53.3831,-6.4103
IE4195,1894,Clonsilla Train Station,Clonsilla Road,Porter's Gate,53.3836,-6.4234
IE4196,1912,Clonsilla Station,Clonsilla Road,Clonsilla Road,53.3837,-6.4205
IE4197,2290,Waterville Terrace,Waterville Terrace,Lakehurst,53.3919,-6.3722
IE4198,1904,Springlawn,Clonsilla Road,Springlawn Estate,53.3878,-6.3831
IE4199,2171,Linnetfields,Ongar,Lilys Way,53.3979,-6.4421
IE4200,7237,Stadium Business Pk,Ballycoolin Road,Ballycoolin Road,53.3971,-6.3416
IE4201,7238,Barnlodge,Ballycoolin Road,Ballycoolin Road,53.3972,-6.3446
IE4202,7218,The Courtyard,Diswellstown Road,The Courtyard,53.3816,-6.403
IE4203,7217,The Courtyard,Diswellstown Road,The Courtyard,53.3818,-6.4032
IE4204,7224,Stadium Business Pk,Ballycoolin Road,Stadium Business Park,53.3978,-6.3384
IE4205,7247,Ballycoolin Road,Ballycoolin Road,Rosemount Business Park,53.3988,-6.3518
IE4206,7240,Clonsilla Station,Hansfield Road,Outside Train Station,53.3835,-6.4236
IE4207,7241,Barnlodge,Ballycoolin Road,Ballycoolin Road (Rosemount Business Park),53.3977,-6.3469
IE4208,7242,Ballycoolin Road,Ballycoolin Road,Ballycoolin Road (Rosemount Business Park),53.3984,-6.35
IE4209,7243,Rosemount Bus. Park,Ballycoolin Road,Ballycoolin Road (Snugborough Road),53.4034,-6.3579
IE4210,7175,Ardgillan Demesne,Skerries Road,Ardgillan Demesne,53.5895,-6.1544
IE4211,7189,Swords Business Park,Seatown Roundabout,Swords Business Park,53.4609,-6.2101
IE4212,5044,Swords Business Park,Seatown Roundabout,Swords Business Park,53.4608,-6.2098
IE4213,7194,Holywell View,Holywell Link Road,Holywell Square,53.4472,-6.2075
IE4214,7195,Holywell View,Holywell Link Road,Holywell Square,53.4473,-6.2079
IE4215,7174,Peter & Paul Church,Dublin Street,Church,53.604,-6.1844
IE4216,7170,Harneys Lane,Portrane Road,Harneys Lane,53.4934,-6.1236
IE4217,3725,Middlefield Lane,Portrane Road,Harneys Lane,53.4935,-6.123
IE4218,3764,Station Road,,Station Road (Dublin Road),53.5253,-6.1644
IE4219,3854,Station Road,,Station Road (Dublin Road),53.5254,-6.1648
IE4220,7173,Old Market Green,Old Market Green,Old Market Green,53.6062,-6.1795
IE4221,3571,Selskar Court,Town Parks Road,Selskar Court,53.5781,-6.1254
IE4222,3566,Selskar Court,Town Parks Road,Selskar Court,53.5781,-6.1251
IE4223,7002,Airside,Airside Road Ind. Estate,Airside Ind. Estate,53.446,-6.2243
IE4224,7210,Airside,Airside Road Ind. Estate,Airside Ind. Estate,53.4461,-6.2228
IE4225,7204,Seaview,Portrane,Seaview Estate,53.4929,-6.1066
IE4226,7197,Holywell Drive,Holywell,Holywell Ward,53.445,-6.2123
IE4227,7196,Holywell Drive,Holywell,Holywell Ward,53.445,-6.2125
IE4228,7389,Junction 6,Navan Road N3,Navan Road N3,53.386,-6.3706
IE4229,7388,Linnetfields,Ongar,Blackwood Estate,53.398,-6.4423
IE4230,7381,Damastown Ind Park,Damastown Road,Damastown Green,53.4103,-6.416
IE4231,7382,Damastown Close,Damastown Way,Damastown Way,53.4088,-6.4088
IE4232,7383,Corduff Park,Blanchardstown Road N,Riversdale Community College,53.4005,-6.3806
IE4233,7384,Park View,Blanchardstown Road N,Blanchardstown Road N,53.3996,-6.385
IE4234,7380,Parklands,Laurel Lodge Road,Laurel Lodge Road,53.3788,-6.3722
IE4235,1686,Parklands,Laurel Lodge Road,Laurel Lodge Road,53.3788,-6.3726
IE4236,7329,Kettle's Lane,Feltrim Lane,Kettles Lane,53.4405,-6.193
IE4237,7334,Indoor Arena,Snugboro Road,Abbottstown Laboratories,53.4014,-6.3632
IE4238,7342,Corporate Park 2,Cruiserath Road,Ballycoolin Business Park,53.4128,-6.3608
IE4239,7343,Corporate Park 2,Cruiserath Road,Ballycoolin Business Park,53.4128,-6.3612
IE4240,7328,Kettle's Lane,Feltrim Lane,Feltrim Lane,53.4406,-6.1932
IE4241,4321,Cold Stores,Blanchardstown Corpo,Cruiserath Road,53.4115,-6.37
IE4242,7319,Corporate Park,Cruiserath Road,Cruiserath Road,53.4096,-6.3688
IE4243,7318,Corporate Park,Cruiserath Road,Cruiserath Road,53.4099,-6.3684
IE4244,7327,Blackwood Lane,Blackwood Lane,Blackwoods Estate,53.434,-6.1505
IE4245,7349,Corballis Park,Dublin Airport,Great Southern Hotel,53.4253,-6.2347
IE4246,7374,Junction 6,Blanchardstown Bypass (N3),Total Fitness,53.384,-6.3652
IE4247,7379,Mountview Road,Blanchardstown Road S,Blanchardstown Road S,53.3897,-6.4005
IE4248,3825,Hacketstown Cottages,Rush Road,Hacketstown Cottages,53.5623,-6.1034
IE4249,3791,Hacketstown Cottages,Skerries,Hacketstown Cottages,53.5625,-6.1035
IE4250,3792,Hacketstown Park,Skerries,Hacketstown Park,53.566,-6.1025
IE4251,3794,Skerries RFC,Holmpatrick,Holmpatrick (Rugby Club),53.573,-6.102
IE4252,3823,Skerries RFC,Holmpatrick,Holmpatrick (Rugby Club),53.5728,-6.1016
IE4253,3790,Pierstown Lane,Skerries Road,Pierstown Lane,53.5586,-6.1026
IE4254,3786,Carnhill,Skerries Road,Lambay View,53.5422,-6.0961
IE4255,3788,Mine Road,Skerries Road,Skerries Road,53.5503,-6.102
IE4256,3828,Mine Road,Skerries Road,Skerries Road,53.5499,-6.1018
IE4257,3789,Thomastown Resevoir,Skerries Road,Curkeen Lane Water Works,53.5541,-6.1019
IE4258,3802,Mourne View,North Cliff Heights,Northcliffe Heights,53.5818,-6.1255
IE4259,3815,Northcliffe Heights,,Northcliffe Heights,53.5819,-6.1252
IE4260,3805,Barnageeragh Road,Balbriggan Road,Kelly's Bay Parade,53.5853,-6.1482
IE4261,3807,Fancourt Heights,Skerries Road,Derham Park,53.605,-6.1708
IE4262,3801,North Cliff Heights,North Cliff Heights,Kellys Bay (Mourne Drive),53.5806,-6.1275
IE4263,3816,Mourne Drive,North Cliff Heights,Kellys Bay (Mourne Drive),53.5805,-6.1276
IE4264,3797,Strand Street,Strand Street,Strand Street (Manning's Opening),53.5787,-6.1064
IE4265,3798,Skerries,,Strand Street (Monument),53.5803,-6.107
IE4266,3819,Skerries,,Strand Street (Monument),53.58,-6.1066
IE4267,3799,Church Street,Thomas Hand Street,Thomas Hand Street,53.5791,-6.1108
IE4268,3818,Church Street,Thomas Hand Street,Thomas Hand Street,53.5798,-6.1102
IE4269,3785,Rush Athletic FC,Skerries Road,Clifflands Estate,53.5391,-6.0927
IE4270,3590,Malahide Beach,Coast Road,COast Road (opp Seapark Estate),53.4488,-6.1374
IE4271,3592,Monks Meadow,Coast Road,Monk's Meadow Estate,53.4379,-6.1227
IE4272,3622,Seapark,,Coast Road (Seapark Estate),53.4495,-6.1399
IE4273,3588,Seapark,Street,Coast Road (Seapark Estate),53.4499,-6.1407
IE4274,3584,Hanlon's Lane,Dublin Road,Presbyterian Church,53.4499,-6.1599
IE4275,3634,Malahide Station,Malahide,Saint Sylvester's Church,53.4505,-6.1551
IE4276,3585,Malahide Station,Malahide,Saint Sylvester's Church,53.4506,-6.155
IE4277,3587,The Old Golf Links,,Old Golf Links Estate,53.4511,-6.1451
IE4278,3598,Portmarnock Village,Strand Road,Portmarnock Village,53.4217,-6.1361
IE4279,3599,Portmarnock Village,Strand Road,Portmarnock Village,53.4216,-6.1365
IE4280,3600,The Dunes,Strand Road,The Dunes Estate,53.4235,-6.1338
IE4281,3597,The Dunes,Strand Road,The Dunes Estate,53.424,-6.1332
IE4282,3594,Burrow Court,Strand Road,Portmarnock Golf Links Hotel,53.4297,-6.1272
IE4283,3601,Blackberry Rise,Strand Road,Carrickhill Lane way,53.4261,-6.1311
IE4284,3596,Blackberry Rise,Strand Road,Carrickhill Lane way,53.4258,-6.1312
IE4285,3569,Selskar Road,Town Parks Road,Selskar Road,53.5765,-6.1214
IE4286,3573,Kinsealy,Malahide Road,Church,53.4261,-6.1766
IE4287,3567,Skerries Station,Town Parks Road,Selsker Road,53.5763,-6.1199
IE4288,3340,Littlepace,Old Navan Road,Littlepace Estate,53.4087,-6.4289
IE4289,3565,Rush Road,Skerries Road,Rush Road,53.5668,-6.1022
IE4290,3579,Auburn House,Dublin Road,Auburn House,53.4407,-6.1764
IE4291,3578,Streamstown Lane,Malahide Road,Streamstown Lane,53.4378,-6.1771
IE4292,3574,Killeen Park,Swords Road,Swords Road (Talbot Road),53.4488,-6.1815
IE4293,3575,Kinsealy,Malahide Road,Malahide Road (Chapel Road),53.4243,-6.1765
IE4294,3661,Abbeyville,Malahide Road,Copperbush,53.4291,-6.1778
IE4295,3576,Abbeyville,Malahide Road,Copperbush,53.4293,-6.1779
IE4296,12066,Garristown,Main Street,Garristown,53.5657,-6.3839
IE4297,12067,Garristown,Main Street,Garristown,53.5658,-6.384
IE4298,11760,Browns Cross,R122,Browns Cross,53.5369,-6.3243
IE4299,8240000554,Baldwinstown Dublin,R130,Baldwinstown,53.5643,-6.3536
IE4300,100931,Coolquay,R135,Ward Cross,53.4588,-6.3507
IE4301,134741,Balbriggan Station,Convent Lane,Bus Stop at Train Station,53.6116,-6.1833
IE4302,134451,Kildonan,,Kildonan (North Road),53.4134,-6.3192
IE4303,3850,Rogerstown Lane,Station Lane,Outside Train Station,53.5216,-6.1463
IE4304,3768,Rogerstown Lane,Station Road,Outside Train Station,53.5216,-6.1458
IE4305,3771,Whitestown Road,Lusk Road,Lusk Road,53.5187,-6.1314
IE4306,3772,Spout Road,Lusk Road,Lusk Road,53.5181,-6.1264
IE4307,3773,Carthy's Lane,Lusk Road,junction Spout Road,53.5179,-6.1237
IE4308,3769,Beau Hill,Station Road,Lusk Road (Bishop Land),53.5205,-6.1385
IE4309,3848,Beau Hill,Lusk Road,Lusk Road (Bishop Land),53.5203,-6.1384
IE4310,3765,Orlynn Park,Station Road,Station Road (Rathmore Road),53.5241,-6.1601
IE4311,3853,Orlynn Park,Station Road,Station Road (Rathmore Road),53.5242,-6.1607
IE4312,3766,Lusk House,Station Road,Lusk House,53.5224,-6.1531
IE4313,3851,Rosewood,Station Road,Station Road,53.5219,-6.1482
IE4314,3767,Rosewood,Station Road,Station Road,53.522,-6.1487
IE4315,3781,Skerries Road,Skerries Road Rush,Skerries Road (Hands Lane),53.5235,-6.0913
IE4316,3782,Golden Ridge Cresc,Skerries Road Rush,Skerries Road Rush,53.5261,-6.0913
IE4317,3783,Rush Cricket Club,Cooper's Lane,Cooper's Lane,53.5297,-6.0915
IE4318,3784,Clifflands,Skerries Road,Skerries Road (Five Lanes),53.5338,-6.0906
IE4319,3780,Chapel View,,Chapel View Road,53.4859,-6.1489
IE4320,3777,St Maur's Church,,The Millbank,53.5226,-6.1016
IE4321,3838,Community Centre,,Main St Upper Rush,53.5225,-6.0964
IE4322,3778,Rush Main Street,,Main St Upper Rush,53.5227,-6.097
IE4323,3835,Rush Cricket Club,Skerries Road,Rush Cricket Club,53.5288,-6.0913
IE4324,3836,Kilbrush Lane,Skerries Road,Golden Ridge Estate,53.5234,-6.0912
IE4325,3837,Rush Main Street,Main St Upper Rush,The Strand bar,53.522,-6.0926
IE4326,3834,Palmer Road,Skerries Road,Skerries Road,53.5309,-6.0915
IE4327,3787,Loughshinny Cross,Skerries Road,Loughshinny (Rush Road),53.5468,-6.1013
IE4328,3829,Loughshinny Cross,Skerries Road,Loughshinny (Rush Road),53.5473,-6.1012
IE4329,3831,Carnhill,Skerries Road,Carn Hill House,53.5424,-6.0962
IE4330,3832,Rush Athletic FC,Skerries Road,Ballustree,53.5391,-6.0926
IE4331,3833,Clifflands,Skerries Road,Saint Catherines Estate,53.5337,-6.0906
IE4332,3846,Spout Road,Whitestown Road,Whitestown Road,53.5182,-6.1274
IE4333,3770,Rush & Lusk Stn,Station Road,Horstone Road,53.5214,-6.1446
IE4334,3849,Rush & Lusk Stn,Lusk Road,Horstone Road,53.521,-6.1419
IE4335,3845,Whitestown Cemetery,Whitestown Road,Whitestown Road (Healy's Lane),53.5177,-6.1202
IE4336,3840,Rush Garda Station,Main St Upper Rush,Rush Garda Station,53.5228,-6.1001
IE4337,3775,Millbank Court,Whitestown Road,Chapel Green,53.5215,-6.1062
IE4338,3842,Millbank Court,Whitestown Road,Chapel Green,53.5214,-6.1065
IE4339,7172,Old Road,Whitestown Road,Doctor's Lane,53.521,-6.1092
IE4340,3843,Old Road,Whitestown Road,Doctor's Lane,53.5208,-6.1095
IE4341,3774,Healy's Lane,Lusk Road,Whitestown Road (Old Road),53.5189,-6.1162
IE4342,3844,Healy's Lane,Whitestown Road,Whitestown Road (Old Road),53.5187,-6.1164
IE4343,3813,Ardgillan Demesne,Skerries Road,Railway Footbridge,53.5914,-6.1562
IE4344,3814,Barnageeragh Road,Balbriggan Road,Balbriggan Road,53.5856,-6.1487
IE4345,3812,Fancourt Heights,Skerries Road,Fancourt Heights,53.6051,-6.1708
IE4346,3808,Craoibhin Park,Skerries Road,Craoibhin Park,53.6059,-6.1772
IE4347,3809,Old Market Green,Old Market Green,Pump Lane,53.6061,-6.1795
IE4348,3811,Hampton Street,Skerries Road,Skerries Road,53.6059,-6.1748
IE4349,3793,Shenick Road,Skerries,Holmpatrick(Shenick Road),53.5699,-6.1012
IE4350,3824,Shenick Road,Holmpatrick,Holmpatrick(Shenick Road),53.5697,-6.1012
IE4351,3826,Pierstown Lane,Rush Road,Ballyhavil,53.5585,-6.1024
IE4352,3827,Thomastown Resevoir,Rush Road,Rush Road,53.554,-6.1018
IE4353,3820,Strand Street,Strand Street,Strand Street (Saint Patrick's Church),53.5779,-6.1059
IE4354,3795,Brookville Lane,Holmpatrick,Holmpatrick (Miller's Lane),53.575,-6.1044
IE4355,3822,Brookville Lane,Holmpatrick,Holmpatrick (Miller's Lane),53.5754,-6.1044
IE4356,3709,River Valley Heights,River Valley Road,River Valley Road,53.4526,-6.2361
IE4357,3702,River Valley Drive,River Valley Road,River Valley Lawn,53.452,-6.2323
IE4358,3710,River Valley Drive,River Valley Road,River Valley Lawn,53.4521,-6.2312
IE4359,3711,North Street,North Street,North Street,53.4612,-6.2187
IE4360,3705,Brookdale,Rathingle Road,Rathingle Road (Brookdale Drive),53.4528,-6.2442
IE4361,3707,Brookdale,Rathingle Road,Rathingle Road (Brookdale Drive),53.4524,-6.2446
IE4362,3708,River Valley Road,River Valley Road,Cherry Garth Estate,53.4533,-6.2388
IE4363,3704,River Valley Road,River Valley Road,Cherry Garth Estate,53.4533,-6.2395
IE4364,3746,Newbridge House,Hearse Road,Newbridge House,53.482,-6.1781
IE4365,3719,Newbridge House,Hearse Road,Newbridge House,53.4819,-6.1773
IE4366,3720,Donabate Station,Donabate,Outside Train Station,53.4854,-6.1512
IE4367,3744,Donabate Station,,,53.4853,-6.1512
IE4368,3743,Donabate,Donabate,Corballis Cross,53.4868,-6.1485
IE4369,3721,Donabate,Donabate,Corballis Cross,53.4872,-6.1485
IE4370,3745,Newbridge Demesne,Hearse Road,Newbridge House,53.4802,-6.1635
IE4371,3718,Newbridge Demesne,Hearse Road,Newbridge House,53.4805,-6.1621
IE4372,3712,Seatown West,North Street,Swords Castle,53.4636,-6.2172
IE4373,3713,Balheary Park,Seatown West,Seatown West,53.4687,-6.2135
IE4374,3714,Broad Meadow Bridge,Drogheda Road,Ennis Lane,53.4722,-6.2109
IE4375,3715,Lissenhall Green,Drogheda Road,Hearse Road,53.48,-6.2037
IE4376,3701,Ballintrane Wood,Forest Road,Ballintrane Wood,53.4526,-6.2272
IE4377,3686,Rathbeale Crescent,Rathbeale Road,Rathbeale Crescent,53.4619,-6.2302
IE4378,3689,Swords Castle,Main Street Swords,Fingal County Council,53.4589,-6.22
IE4379,3678,Swords Village,Main Street Swords,Main Street (Forest Road),53.4553,-6.2224
IE4380,3679,Swords Castle,Main Street Swords,Main Street Swords,53.4591,-6.2201
IE4381,3682,Glasmore Park,Rathbeale Road,Glasmore Park,53.462,-6.2312
IE4382,100241,Courtlough,R132,Knock Cross,53.5768,-6.2023
IE4383,100221,Five Roads,R132,Five Roads,53.5514,-6.2098
IE4384,736,Blanchardstown Road,Blanchardstown Road,Blanchardstown Road,53.4,-6.3837
IE4385,788,Ridgewood,Forest Road,Rathingle Cottages,53.4459,-6.241
IE4386,815,Forrest Little,Forest Road,Forest Little Golf Club,53.4399,-6.25
IE4387,731,Bracken Hill,Thormanby Road,Brackenhill House,53.3659,-6.0633
IE4388,705,Thormanby Lawns,Thormanby Road,Brackenhill House,53.3659,-6.0632
IE4389,718,Howth Cemetery,Carrickbrack Road,Saint Fintan's Cemetery,53.3784,-6.0914
IE4390,720,Duncarraig,Carrickbrack Road,Duncarraig,53.3822,-6.0979
IE4391,721,Offington,Carrickbrack Road,Carrickbrack Road (Offington Park),53.384,-6.1002
IE4392,695,Offington,Carrickbrack Road,Carrickbrack Road (Offington Park),53.3829,-6.0989
IE4393,913,Baldoyle Village,Baldoyle,Saint Mary's School,53.3969,-6.1266
IE4394,914,Baldoyle Church,Baldoyle,Baldoyle,53.3988,-6.1275
IE4395,928,Baldoyle Village,Baldoyle,Baldoyle,53.3978,-6.1268
IE4396,927,St. Michael's House,Willie Nolan Road,Willie Nolan Road,53.3989,-6.1281
IE4397,915,College Street,Willie Nolan Road,Willie Nolan Road,53.3985,-6.1294
IE4398,3697,Equestrian Centre,Dublin Road,Equestrian Centre,53.4407,-6.2276
IE4399,3698,Kettles Lane,Dublin Road,Swords Monument Works,53.4368,-6.2274
IE4400,3699,Stockhole Lane,Dublin Road,Stockhole Lane,53.4351,-6.2279
IE4401,3695,Airside,Dublin Road,Dublin Road (near Airside Junction),53.4471,-6.228
IE4402,3690,Swords Village,Main Street Swords,Swords Village,53.457,-6.2211
IE4403,3692,Carlton Court,Dublin Road,Dublin Road,53.4534,-6.2238
IE4404,3694,Pinnock Hill,Dublin Road,Veterinary Hospital,53.449,-6.2267
IE4405,3750,Balheary Park,Drogheda Road,Balheary Park,53.4685,-6.2131
IE4406,3751,North Street,North Street,Carnegie Court,53.4609,-6.2186
IE4407,3752,Seatown West,Drogheda Road,Fingalians GAA Club,53.4624,-6.2181
IE4408,3755,Turvey Avenue,Drogheda Road,Drimnagh Road(Turvey Road),53.4943,-6.1953
IE4409,3863,Turvey Avenue,Drogheda Road,Drimnagh Road(Turvey Road),53.4945,-6.1947
IE4410,3749,Broad Meadow Bridge,Drogheda Road,Balheary Bridge,53.4716,-6.2108
IE4411,3748,Batter Lane,Drogheda Road,Turvey Industrial Estate,53.4885,-6.197
IE4412,3761,Lusk Road,Lusk Road,Carrige House,53.5153,-6.1729
IE4413,3762,Racecourse Commons,Lusk Road,Bellearly Lane,53.5187,-6.1699
IE4414,3763,Barrack Lane,Dublin Road,Racecourse Common,53.5237,-6.1677
IE4415,3861,Newhaggard,Lusk Road,Lusk Road (Balleally Lane),53.5048,-6.1873
IE4416,3757,Newhaggard,Lusk Road,Lusk Road (Balleally Lane),53.5044,-6.1883
IE4417,3758,Hannas Avenue,Lusk Road,Corduff Common,53.5073,-6.1852
IE4418,3759,Balleally West,Lusk Road,Lusk Road,53.5099,-6.1801
IE4419,3728,Healy's Lane,Burrow Road,Healys lane,53.496,-6.114
IE4420,3729,Burrow Road,Burrow Road,Dockrells,53.4974,-6.1149
IE4421,3730,Beach Lane,Burrow Road,Beach Lane,53.4993,-6.1165
IE4422,3733,Beach Lane,Burrow Road,Beach Lane,53.4995,-6.1167
IE4423,3723,Donabate NS,Donabate,National School,53.4926,-6.1354
IE4424,3741,Donabate NS,Donabate,National School,53.4925,-6.1363
IE4425,3724,Rahillion,Portrane Road,Martin's Lane,53.4927,-6.1308
IE4426,3740,Rahillion,Portrane Road,Martin's Lane,53.4925,-6.1319
IE4427,3738,Portane Avenue,Portrane Road,Portrane Road,53.4932,-6.1148
IE4428,3726,Portrane Avenue,Portrane Road,Portrane Road,53.4932,-6.1145
IE4429,3739,St Ita's Hospital,Portrane Avenue,Psychiatric Hospital,53.489,-6.1141
IE4430,3736,Portrane,Portrane,Portrane,53.4934,-6.1117
IE4431,3732,Marsh Lane,Burrow Road,Smarts Lane,53.5001,-6.1185
IE4432,3734,Burrow Road,Burrow Road,the Castle,53.4972,-6.1147
IE4433,3735,Healy's Lane,Burrow Road,Seaview Park,53.496,-6.1139
IE4434,4916,North Street Park,New Road,National Training Centre,53.4649,-6.2171
IE4435,4917,St Colmcille GAA,New Road,Saint Colmcille GAA,53.4681,-6.2218
IE4436,4914,Valley View,St. Cronan's Avenue,Saint Cronan's Avenue,53.4599,-6.2418
IE4437,4925,Ballintrane Wood,Forest Road,Sports Ground,53.4522,-6.2286
IE4438,4926,Highfield Green,Forest Road,Forest Road,53.4544,-6.2246
IE4439,3572,Highfield Green,Forest Road,Forest Road,53.4543,-6.2244
IE4440,4957,Abbeyvale,Brackenstown Road,Abbeyvale Estate,53.4596,-6.2509
IE4441,4895,Fernleigh Close,Diswellstown Road,Fernleigh Close,53.3742,-6.4018
IE4442,4897,Luttrellstown Court,Diswellstown Road,Luttrellstown Thicket,53.3722,-6.3984
IE4443,4898,Castleknock College,Diswellstown Road,Castleknock Community College,53.3703,-6.3928
IE4444,4902,Stockton Green,Auburn Avenue,Auburn Avenue (Castleknock Park),53.3734,-6.3584
IE4445,4899,Auburn Avenue,Auburn Avenue,Auburn Avenue (Castleknock Park),53.3724,-6.3585
IE4446,4894,Luttrellstown Court,Diswellstown Road,Luttrellstown Court,53.3721,-6.3984
IE4447,1680,Bramley Walk,Carpenterstown Park,Carpenterstown Pk (Carpenterstown Rd),53.3755,-6.389
IE4448,4825,Bramley Walk,Carpenterstown Park,Carpenterstown Pk (Carpenterstown Rd),53.3755,-6.3902
IE4449,4893,Diswellstown Road,Diswellstown Road,Luttrellstown Green,53.3702,-6.3928
IE4450,6126,Marymount Care Ctr,Westmanstown,Nursing Home,53.3741,-6.4399
IE4451,6127,Marymount Care Ctr,Westmanstown,Westmanstown,53.3741,-6.44
IE4452,916,Georgian Hamlet,Willie Nolan Road,Georgian Hamlett Estate,53.3978,-6.1314
IE4453,912,Moyclare,Warrenhouse,Moyclare Estate,53.3935,-6.1254
IE4454,3643,Yellow Walls Road,,Inbher Ide,53.4512,-6.1692
IE4455,905,Yellow Walls Road,,Inbher Ide,53.4516,-6.1704
IE4456,910,Baldoyle Road,Baldoyle Road,Baldoyle Road,53.389,-6.1243
IE4457,587,Baldoyle Road Junction,Dublin Road,Baldoyle Road,53.3883,-6.1251
IE4458,911,St Domhnach's Well,Baldoyle Road,Saint Domhnach's Well,53.391,-6.1245
IE4459,931,Baldoyle Road,,Saint Domhnach's Well,53.3909,-6.1243
IE4460,703,Carrickbrack Road,Carrickbrack Road,Davos House,53.3661,-6.0741
IE4461,710,Thormanby Road,Carrickbrack Road,Stella Maris Convent,53.3665,-6.0658
IE4462,704,Stella Maris Convent,Carrickbrack Road,Stella Maris Convent,53.3667,-6.0664
IE4463,702,Old Carrickbrack Rd,Carrickbrack Road,Carrickbrack Road (Ceannchor Road),53.3665,-6.0775
IE4464,713,Old Carrickbrack Road,Carrickbrack Road,Carrickbrack Road (Ceannchor Road),53.3662,-6.0769
IE4465,717,Howth Golf Club,Carrickbrack Road,Howth Golf Club,53.3754,-6.0901
IE4466,698,Howth Golf Club,Carrickbrack Road,Howth Golf Club,53.375,-6.0899
IE4467,699,St Fintan's Road,Carrickbrack Road,Dun An Oir House,53.3721,-6.0881
IE4468,716,St Fintan's Road,Carrickbrack Road,Dun An Oir House,53.3725,-6.0888
IE4469,700,Shearwater,Carrickbrack Road,Sheerwater,53.3692,-6.0834
IE4470,715,Shearwater,Carrickbrack Road,Sheerwater,53.3692,-6.0837
IE4471,714,Ceanchor Road,Carrickbrack Road,Sheilmartin Cottage,53.3672,-6.0799
IE4472,701,Ceanchor Road,Carrickbrack Road,Sheilmartin Cottage,53.367,-6.0791
IE4473,712,Carrickbrack Road,Carrickbrack Road,Old Carrickbrack Road,53.366,-6.0735
IE4474,707,Howth Summit,Thormanby Road,Howth Summit,53.3725,-6.0586
IE4475,706,Baily Lighthouse,Thormanby Road,Thormanby Road,53.3666,-6.06
IE4476,708,Baily Lighthouse,Thormanby Road,Thormanby Road,53.3664,-6.0601
