Index Number,Stop Number,Common Stop Name,Street Name,Town Name,Latitude,Longitude
IE3887,7017,Phibblestown Road,Ongar Dist. Road,Ongar DiSaint Road (Hazelbury Green),53.4019,-6.4353
IE3888,7014,Saint Margaret's GAA,Kilreesk,Kilreesk,53.4408,-6.2982
IE3889,7013,Saint Margaret's GAA,Kilreesk,Kilreesk,53.4407,-6.2984
IE3890,6365,Lanesborough Avenue,Jamestown Road,Lanesborough Avenue,53.4044,-6.2917
IE3891,6366,Century Business Park,Charlestown,Silverdome Communications,53.4027,-6.3013
IE3892,7115,Nevinstown Lane,Airside Retail Park,Airside Retail Park,53.445,-6.2271
IE3893,7022,Saint Margaret's,St. Margaret's,School,53.43,-6.301
IE3894,7023,Saint Margaret's,St. Margaret's,Church,53.4309,-6.301
IE3895,7156,Allendale Square,Grange Road,Grange Road,53.3889,-6.4305
IE3896,7134,Rathbeale Cottages,Rathbeale Road,Rathbeale Road (Rathbeale Cottages),53.4722,-6.2519
IE3897,7145,Rathbeale Cottages,Rathbeale Road,Rathbeale Road (Rathbeale Cottages),53.4722,-6.2515
IE3898,7135,Lispopple,Rathbeale Road,Lispopple Crossroads,53.4828,-6.2881
IE3899,7136,Oakhill,Rolestown - R125,Rolestown Cottages,53.4874,-6.296
IE3900,7144,Oakhill,Rolestown - R125,Rolestown Cottages,53.4874,-6.2938
IE3901,1836,Aquatic Centre,Corduff Estate,Corduff Estate (Corduff Gardens),53.398,-6.3715
IE3902,1818,Aquatic Centre,Corduff Estate,Corduff Estate (Corduff Gardens),53.3976,-6.3723
IE3903,1837,Corduff Crescent,Corduff Estate,Corduff Crescent,53.3958,-6.3751
IE3904,1833,Blackcourt Road,Blackcourt Road,Blackcourt Road (Blanchardstown Road),53.3992,-6.3838
IE3905,1828,Lady's Well Road,Lady's Well Road,Roundabout Damastown Avenue,53.407,-6.398
IE3906,1829,Parslickstown Ave,Lady's Well Road,Parslickstown Avenue,53.4062,-6.3953
IE3907,1826,Lady's Well Road,Lady's Well Road,Parslickstown Avenue,53.4059,-6.3951
IE3908,1825,Church Road,Old Navan Road,Old Navan Road,53.4018,-6.3958
IE3909,1830,Church Road,Old Navan Road,Old Navan Road,53.4022,-6.3965
IE3910,1824,Saddlers Avenue,Old Navan Road,Coolmine Cottages,53.4008,-6.3939
IE3911,1831,Coolmine Cottages,Old Navan Road,Coolmine Cottages,53.4007,-6.3936
IE3912,1808,Morgan Place,Navan Road,Navan Road,53.3792,-6.3542
IE3913,1845,Morgan Place,Navan Road,Navan Road,53.379,-6.3527
IE3914,1849,Park Lodge,Castleknock Road,Castleknock Road (Park Lodge),53.3808,-6.3696
IE3915,1850,Whitestown Park,Huntstown Road,Whitestown Estate,53.3977,-6.3992
IE3916,1884,Porters Road,Coolmine Estate,Fire Station,53.3855,-6.396
IE3917,1844,Coolmine Fire Stn,Coolmine Estate,Fire Station,53.3854,-6.3961
IE3918,1838,Waterville Road,Snugborough Road,Skelligs Court,53.396,-6.3738
IE3919,1814,Ramor Park,Blanchardstown Main,Main Street Blanchardstown (Ramor Park),53.3876,-6.379
IE3920,1840,Blanchardstown Vlge,Blanchardstown Main,Main Street Blanchardstown (Ramor Park),53.388,-6.3793
IE3921,1841,Church Road,Blanchardstown Main,Blanchardstown Village (Mill Road),53.3861,-6.3755
IE3922,1842,Old Navan Road,Blanchardstown Main,Blanchardstown Village (near junction River Road,53.385,-6.3713
IE3923,1813,Blanchardstown Vlge,Blanchardstown Main,Blanchardstown Village (near junction River Road,53.3857,-6.3741
IE3924,1827,Parslickstown Ave,Lady's Well Road,FAS Centre Roundabout,53.407,-6.3986
IE3925,1693,Castleknock Gate,Castleknock Road,Castleknock Gate Estate,53.3705,-6.344
IE3926,1669,Castleknock Gate,Castleknock Road,Castleknock Gate Estate,53.3702,-6.3449
IE3927,1719,Damastown Close,Damestown Way,Damestown Close,53.4089,-6.4083
IE3928,1822,St Patrick's Church,Blackcourt Road,Corduff Grove,53.3997,-6.3778
IE3929,2289,Blackcourt Road,Blackcourt Road,Blackcourt Road,53.4011,-6.3749
IE3930,1820,Corduff Grove,Blackcourt Road,Blackcourt Road,53.4011,-6.3751
IE3931,1816,Waterville Row,Snugborough Road,Roundabout Waterville Row,53.3931,-6.3784
IE3932,1817,Corduff Crescent,Corduff Estate,Corduff Estate (Corduff Crescent),53.3961,-6.3749
IE3933,1819,Corduff,Corduff Estate,Corduff Estate (Blackcourt Avenue),53.3996,-6.3744
IE3934,1876,Hartstown Comm Sch,Hartstown Road,Hartstown Park,53.3964,-6.4167
IE3935,1877,St Ciaran's Church,Hartstown Road,Hazelwood Estate,53.3934,-6.4185
IE3936,1878,Oakview,Hartstown Road,Oakview Estate,53.3912,-6.4156
IE3937,1879,Blakestown Cross,Hartstown Road,Blakestown Cross,53.3912,-6.4096
IE3938,1875,Pinebrook Vale,Huntstown Way,Pinebrook Estate,53.3983,-6.4152
IE3939,1871,Huntstown Way,Huntstown Way,Briarwood Estate,53.3996,-6.4023
IE3940,1872,Huntstown Road,Huntstown Way,Huntstown Road,53.4008,-6.4061
IE3941,1873,Sacred Heart Church,Huntstown Way,Huntstown Green,53.4017,-6.4102
IE3942,1863,Huntstown Green,Huntstown Way,Huntstown Green,53.4006,-6.4133
IE3943,1874,Huntstown Court,Huntstown Way,Huntstown Court,53.4002,-6.4136
IE3944,1888,Lambourn,Clonsilla Road,Lambourne Estate,53.3832,-6.4123
IE3945,1896,Lambourn,Clonsilla Road,Lambourne Estate,53.3834,-6.4138
IE3946,1889,Castlefield Court,Clonsilla Road,Cunninghams Funeral Home,53.3834,-6.417
IE3947,1895,Clonsilla Road,Clonsilla Road,Cunninghams Funeral Home,53.3835,-6.4172
IE3948,1890,Clonsilla Station,Clonsilla Road,Outside Train Station,53.3835,-6.422
IE3949,1880,Mount View Road,Mount View Road,Mount View Road,53.3912,-6.4075
IE3950,1883,Scoil Oilibheir,Coolmine Estate,Millennium Park,53.3857,-6.3982
IE3951,1870,Scoil Mhuire NS,Whitestown Park,Blakestown National School,53.3981,-6.3994
IE3952,1881,Fortlawn Drive,Mount View Road,Whitechapel Avenue,53.3905,-6.4027
IE3953,1856,Mountview Road,Mount View Road,Whitechapel Avenue,53.3903,-6.4023
IE3954,1857,Mountview Church,Mount View Road,Church,53.3911,-6.4078
IE3955,1858,Hartstown Road,Hartstown Road,Inglewood Estate,53.3909,-6.4107
IE3956,1859,Willow Wood,Hartstown Road,Willow Wood Estate,53.391,-6.4155
IE3957,1852,Clonsilla Road,Clonsilla Road,Clonsilla Park,53.3874,-6.3834
IE3958,1853,Coolmine Woods,Clonsilla Road,Coolmine Woods,53.3846,-6.3886
IE3959,1854,Orchard Court,Clonsilla Road,Coolmine Road,53.3836,-6.3919
IE3960,1865,Ashfield Gardens,Huntstown Way,Ashfield Gardens,53.401,-6.4064
IE3961,1866,Ashfield Park,Huntstown Way,Ashfield Park,53.3999,-6.4028
IE3962,1864,Sacred Heart Church,Huntstown Way,Sacred Heart Church,53.4018,-6.4104
IE3963,1860,St Ciaran's Church,Hartstown Road,Saint Ciaran's Church,53.3933,-6.4188
IE3964,1861,Hartstown Comm Sch,Hartstown Road,Beechwood Downs,53.3968,-6.4167
IE3965,1862,Pinebrook Vale,Huntstown Way,Castlewood Estate,53.3986,-6.4151
IE3966,1551,Balseskin,St. Margaret's Road,Balseskin Recreational Centre,53.4097,-6.3047
IE3967,1556,Balseskin,St. Margaret's Road,Balseskin Recreational Centre,53.4095,-6.3039
IE3968,1552,Airport Logistics Park,St. Margaret's Road,Airport Logistics Park,53.4191,-6.307
IE3969,1553,Dunsoghly Lane,The Ward Road,The Ward Road,53.4252,-6.3053
IE3970,1554,Dunsoghly Lane,St. Margaret's Road,Saint Margaret's Road,53.4248,-6.3052
IE3971,1550,Meakstown Cottages,St. Margaret's Road,M50 Flyover,53.4076,-6.3007
IE3972,1557,Meakstown Cottages,St. Margaret's Road,M50 Flyover,53.4077,-6.3007
IE3973,1217,Balgriffin Cottages,Malahide Road,Malahide Road (Balgriffin Road),53.4082,-6.1779
IE3974,1206,Balgriffin Cottages,Malahide Road,Malahide Road (Balgriffin Road),53.4081,-6.1781
IE3975,1517,Oaktree Avenue,Laurel Lodge Road,Laurel Lodge Road,53.3774,-6.3795
IE3976,1684,Oaktree Avenue,Laurel Lodge Road,Laurel Lodge Road,53.3776,-6.3796
IE3977,1545,Westend Office Park,Navan Road,Westend Office Park,53.3928,-6.3843
IE3978,1546,Tyrrelstown,Tyrrelstown,Bishop's Orchard Boulevard,53.4193,-6.3825
IE3979,1580,Cappagh Cross,Cappagh Road,Cappagh Cross,53.3979,-6.3343
IE3980,1581,Cappagh Cross,Cappagh Road,Castleknock Halting Site,53.3981,-6.3339
IE3981,7163,Allendale Square,Hansfield Road,Windermere Estate,53.389,-6.4305
IE3982,7166,Navan Road Station,Navan Road,Outside Train Station,53.3771,-6.3458
IE3983,7158,Delhurst,Ongar,Delhurst Estate,53.3919,-6.4382
IE3984,7161,Delhurst,Ongar,Delhurst Estate,53.3921,-6.4382
IE3985,7162,Hansfield Road,Ongar,Ongar Road (Hansfield Road),53.3913,-6.4334
IE3986,7157,Annaly Grove,Ongar Road,Ongar Road (Hansfield Road),53.3911,-6.4335
IE3987,7159,Ongar Square,Ongar,Ongar Village,53.3966,-6.4427
IE3988,7160,Ongar Square,Ongar,Ongar,53.3966,-6.4425
IE3989,7107,Ballentree Avenue,Tyrrelstown,Bealing Boulevard,53.417,-6.386
IE3990,7505,Ballentree Avenue,,Bealing Boulevard,53.4176,-6.3861
IE3991,7111,Lanesborough View,Jamestown Road,Lanesborough Grove,53.402,-6.2916
IE3992,7099,Mount Garrett,Tyrrelstown,The Boulevard,53.4218,-6.3912
IE3993,7104,Mount Garrett,Tyrrelstown,The Boulevard,53.4219,-6.3912
IE3994,7100,Rathmore Crescent,Tyrrelstown,Rathmore Crescent,53.4198,-6.3918
IE3995,7103,Cruise Park,Tyrrelstown,Cruise Park Boulevard,53.4198,-6.3931
IE3996,7124,Ballycoolin Bus Pk,Ballycoolin Road,Business Park,53.4084,-6.3582
IE3997,7125,Ballycoolin Bus Pk,Ballycoolin Road,Business Park,53.4082,-6.3579
IE3998,7126,IDA Ireland,Ballycoolin Road,Business Park (Ballycoolin Road),53.4059,-6.3565
IE3999,7344,IDA Ireland,Ballycoolin Road,Business Park (Ballycoolin Road),53.4047,-6.3577
IE4000,7132,Charlestown Shopping Centre,Charlestown Link Road,Charlestown Shopping Centre,53.4031,-6.3043
IE4001,7131,Charlestown SC,Charlestown Link Road,Charlestown Shopping Centre,53.403,-6.3041
IE4002,7114,Seatown Road,Seatown Road,Seatown Villas,53.4602,-6.2161
IE4003,7116,Swords Park,Swords Bypass,Footbridge,53.4568,-6.2125
IE4004,6048,Peter & Paul Church,Dublin Street,Saint Paul's Crescent,53.6045,-6.1845
IE4005,6050,Lissenhall Green,Drogheda Road,Drogheda Road (Hearse Road),53.4811,-6.2025
IE4006,6051,Torcaill,Blackwood Lane,Sports and Leisure Centre,53.4348,-6.138
IE4007,6052,Torcaill,Blackwood Lane,Portmarnock Sports Centre,53.4348,-6.1377
IE4008,6039,Waterville Terrace,Waterville Terrace,Waterville Terrace,53.3916,-6.3757
IE4009,6009,Hazelwood,Santry Avenue,Hazelwood Estate,53.4001,-6.2572
IE4010,6055,Waterside,Malahide Road,Waterside Estate,53.4529,-6.1979
IE4011,6010,Waterside,Malahide Road,Waterside Estate,53.4529,-6.1984
IE4012,6015,Cherry Park,Rathingle Road,Cherry Avenue,53.4483,-6.2386
IE4013,3089,Cherry Avenue,Rathingle Road,Cherry Avenue,53.449,-6.2398
IE4014,6033,Cherry Park,Rathingle Road,Rathingle Road,53.4478,-6.2381
IE4015,733,Forest View,Rathingle Road,Rathingle Road,53.4494,-6.2405
IE4016,6076,Skerries GAA Club,Dublin Road,Dublin Road (Community Centre),53.5775,-6.1122
IE4017,7292,Skerries GAA Club,Thomas Hand Street,Dublin Road (Community Centre),53.5775,-6.1123
IE4018,6077,Skerries Station,Town Parks Road,Ballast Pit,53.5759,-6.1188
IE4019,3589,Biscayne Estate,,Biscayne Estate,53.4461,-6.1323
IE4020,6088,Shelerin Road,Shelerin Road,Shelerin Road,53.3836,-6.4095
IE4021,6053,Malahide Golf,Blackwood Lane,Malahide Golf Club,53.4341,-6.1432
IE4022,6005,Plaza Apartments,Tyrrelstown,The Plaza Apartments,53.4199,-6.3835
IE4023,5076,Brackenstown Ave,Rathbeale Road,Rathbeale Rd (Brackenstown Ave),53.4613,-6.2284
IE4024,5079,Swords Pavilions,Dublin Road,Swords Road (Pavillions),53.453,-6.2156
IE4025,5074,Swords Pavilions,Swords Road,Swords Road (Pavillions),53.4532,-6.216
IE4026,5073,Pinnockhill,Swords Road,Dublin Road Roundabout,53.4506,-6.2235
IE4027,5075,Rathbeale Road,Rathbeale Road,Rathbeale Road,53.4597,-6.2236
IE4028,5165,Willowbrook,Donabate,Willowbrook Estate,53.4914,-6.1394
IE4029,5175,Batter Lane,Drogheda Road,Drogheda Road (M1 Motorway),53.4897,-6.1966
IE4030,5176,Whitestown Cemetery,Rush Road,Whitestown Cemetery,53.5179,-6.1192
IE4031,5156,Industrial Estate,Grange Road,Industrial Estate,53.3974,-6.146
IE4032,5084,Drynam Court,Drynam Road,Rockingham Terrace,53.452,-6.2109
IE4033,5086,Milesian Court,Drynam Road,Milesian Court,53.4505,-6.2049
IE4034,3654,Feltrim Retail Park,Drynam Road,Milesian Court,53.451,-6.2065
IE4035,5096,Rathbeale Road,Rathbeale Road,Rathbeale Road (Balcartie Road),53.4726,-6.2536
IE4036,6230,Meakstown Centre,Charlestown,Melville Estate,53.4014,-6.2968
IE4037,6229,Meakstown Centre,Charlestown,Melville Estate,53.402,-6.2986
IE4038,6234,Horizon Logistics Park,Old Airport Road,Harristown Bus Depot,53.4181,-6.2777
IE4039,4974,Aquatic Centre,Snugboro Road,National Aquatic Centre,53.399,-6.3694
IE4040,6274,Aquatic Centre,Snugborough Road,National Aquatic Centre,53.3977,-6.3715
IE4041,2294,Mill Road,Mill Road,Blanchardstown Hospital,53.3901,-6.3703
IE4042,6179,Mill Road,Blanchardstown Hospital,Blanchardstown Hospital,53.3896,-6.3708
IE4043,6228,Melville Road,Charlestown,Melville Estate,53.3998,-6.2926
IE4044,6219,Melville Road,Charlestown,Melville Estate,53.3998,-6.293
IE4045,6359,Seatown,Swords Road,Swords Road,53.4622,-6.2133
IE4046,6364,Century Business Park,Charlestown (New Rd),Charlestown New Road,53.4026,-6.3016
IE4047,6348,Lanesborough Park,St. Margaret's Road,Charlestown SC,53.4035,-6.3024
IE4048,7350,Lanesborough Park,St. Margaret's Road,Charlestown SC,53.4039,-6.3018
IE4049,6310,Holywell Crescent,Holywell,Link Road,53.4436,-6.211
IE4050,6312,Holywell Crescent,Holywell,Link Road,53.4435,-6.2114
IE4051,6110,Allendale Close,New Ongar Road,Allendale Square,53.3907,-6.4301
IE4052,6111,Allendale Close,New Ongar Road,Allendale Square,53.3908,-6.4298
IE4053,6112,Stonebridge Road,New Ongar Road,Mount Symon Close,53.3893,-6.4213
IE4054,6113,Lohunda Park,New Ongar Road,Lohunda Park,53.3875,-6.4122
IE4055,6109,Stonebridge Road,New Ongar Road,Mount Symon,53.3891,-6.4216
IE4056,1638,Morton Stadium,Swords Road,Morton Stadium,53.4017,-6.2421
IE4057,1625,Morton Stadium,Swords Road,Morton Stadium,53.4011,-6.2433
IE4058,1555,Airport Logistics Park,St. Margaret's Road,Dublin Airport Logistics Park,53.4183,-6.3069
IE4059,1216,Fingal Cemetery,Malahide Road,Fingal Cemetery,53.4103,-6.1786
IE4060,1073,Chamley Park,Malahide Road,Malahide Road (Seabury Road),53.4507,-6.187
IE4061,1181,Lanesborough Road,St. Margaret's Road,Lanesborough Estate,53.4057,-6.3007
IE4062,1182,Lanesborough Road,St. Margaret's Road,Charlestown Estate,53.4056,-6.3009
IE4063,1050,Seamount View,Malahide Road,Seamount View Estate,53.4537,-6.2062
IE4064,1039,Seamount View,Malahide Road,Seamount View Estate,53.4535,-6.2053
IE4065,1040,Ashley Drive,Malahide Road,Malahide Road (Foxwood Estate),53.454,-6.2121
IE4066,1041,Ashley Drive,Malahide Road,Malahide Road (Ashley Drive),53.4541,-6.2118
IE4067,1212,Kinsealy School,Malahide Road,Kinsealy School,53.4206,-6.1767
IE4068,1213,Bohammer,Malahide Road,junction Posey Row,53.4175,-6.1776
IE4069,1214,Saint Doulagh's Church,Malahide Road,Church,53.4153,-6.178
IE4070,1215,Lime Hill House,Malahide Road,Malahide Road,53.4134,-6.1789
IE4071,1211,Kinsealy School,Malahide Road,Elmsworth,53.4213,-6.1766
IE4072,1207,Fingal Cemetery,Malahide Road,Inisfails Gaa Club,53.4107,-6.179
IE4073,1208,Saint Doulagh's Church,Malahide Road,Saint Doulough's Church,53.4143,-6.1787
IE4074,1209,Bohammer,Malahide Road,Saint Doulough's Park Nursing Home,53.417,-6.178
IE4075,1210,Posie Row,Malahide Road,Malahide Road,53.419,-6.1774
IE4076,4520,Sycamore Drive,Carpenterstown Park,Carpenterstown Park (Sycamore Drive),53.3753,-6.3867
IE4077,1681,Sycamore Drive,Carpenterstown Park,Carpenterstown Park (Sycamore Drive),53.3754,-6.3857
IE4078,1682,Oaktree Green,Carpenterstown Avenue,Sycamore Avenue,53.3761,-6.3829
IE4079,1683,Maple Glen,Carpenterstown Avenue,Carpenterstown Avenue,53.3775,-6.3816
IE4080,1679,Oaktree Green,Carpenterstown Avenue,Oaktree Green,53.376,-6.3827
IE4081,1674,Hawthorn Lawn,Castleknock Road,Roundabout Hawthorn Lawn,53.3775,-6.3663
IE4082,1675,Ashleigh Green,Castleknock Road,Castleknock Road (The Laurels),53.3794,-6.3678
IE4083,1687,Ashleigh Green,Castleknock Road,Castleknock Road (The Laurels),53.3796,-6.3677
IE4084,1678,Carpenterstown Ave,Carpenterstown Avenue,Oaktree Lawn,53.3775,-6.3814
IE4085,1689,Castleknock,Castleknock Village,Castleknock Lodge,53.3727,-6.3614
IE4086,1671,Peck's Lane,Castleknock Road,Peck's Lane,53.3712,-6.3562
IE4087,1690,Peck's Lane,Castleknock Road,Peck's Lane,53.3716,-6.3569
IE4088,1691,Deerpark Road,Castleknock Road,Fionn Uisce,53.3706,-6.3514
IE4089,1692,Park View,Castleknock Road,Park View Estate,53.37,-6.3478
IE4090,1688,Oak Lawns,Castleknock Road,Oak Lawns,53.3762,-6.3644
IE4091,1673,St Brigid's Church,Castleknock Road,Castleknock Road (Church),53.3737,-6.3632
IE4092,1630,ALSAA Sports Club,Swords Road,A.L.S.A.A. Sports Club,53.4219,-6.2319
IE4093,1631,ALSAA Sports Club,Swords Road,A.L.S.A.A. Sports Club,53.4224,-6.2307
IE4094,1632,Toberbunny House,Swords Road,Toberbunny Lodge,53.4205,-6.2331
IE4095,1633,Dardistown,Swords Road,Dardistown Cemetery,53.4181,-6.2371
IE4096,1629,Collinstown Cross,Swords Road,Dardistown Cemetery,53.4169,-6.239
IE4097,1634,Collinstown Business Park,Swords Road,Collinstown Business Park,53.4135,-6.2388
IE4098,1626,Furry Park,Swords Road,Northwood Plaza,53.4042,-6.2403
IE4099,1627,Turnapin Lane,Swords Road,Santry Business Park,53.4082,-6.2379
IE4100,1628,Collinstown Business Park,Swords Road,Collinstown Business,53.4137,-6.2391
IE4101,1670,Oak Park,Castleknock Road,Phoenix Park Main Gate,53.3703,-6.3507
IE4102,1672,Oak Lodge,Castleknock Road,Castleknock Park,53.372,-6.3594
IE4103,1635,Turnapin Great,Swords Road,Sports Ground,53.4117,-6.2389
IE4104,1636,Turnapin Lane,Swords Road,Swords Road,53.4083,-6.2376
IE4105,1637,Furry Park,Swords Road,Swords Road,53.404,-6.2402
IE4106,1891,St Joseph's Centre,Clonsilla,Saint Joseph's Hospital,53.3866,-6.4281
IE4107,1893,St Joseph's Centre,Clonsilla,Saint Joseph's Hospital,53.3869,-6.4286
IE4108,3627,Seamount Road,The Hill Malahide,The Hill Malahide,53.442,-6.1512
IE4109,3631,Seamount Road,The Hill Malahide,The Hill Malahide,53.442,-6.1513
IE4110,3628,Malahide Community School,The Hill Malahide,Saint Sylvester's GAA Club,53.4375,-6.152
IE4111,3629,Broomfield,The Hill Malahide,The Hill Malahide,53.4355,-6.1532
IE4112,3630,Malahide Community School,,Scoil Iosa School,53.4377,-6.1521
IE4113,3626,Hill Drive,The Hill Malahide,The Hill Malahide,53.4442,-6.1523
IE4114,3632,Hill Drive,The Hill Malahide,The Hill Malahide,53.4444,-6.1525
IE4115,3623,The Old Golf Links,,Mayfair Estate,53.4507,-6.1437
IE4116,3624,St James's Terrace,Malahide Village,Saint James's Terrace,53.4513,-6.1515
IE4117,3625,Saint Andrew's Church,Church Road,Saint Andrew's Grove,53.4476,-6.1529
IE4118,3636,Saint Sylvester's School,Dublin Road,Yellow Walls Road,53.4494,-6.1622
IE4119,3583,Saint Sylvester's School,Dublin Road,Yellow Walls Road,53.4493,-6.1632
IE4120,3639,Malahide Demesne,Dublin Road,Dublin Road (past Swords Road),53.4454,-6.1731
IE4121,3635,Hanlon's Lane,Dublin Road,Malahide Cricket Club,53.4496,-6.1605
IE4122,3633,Saint Andrew's Church,Church Street,Saint Andrew's Church,53.4484,-6.1532
IE4123,3621,Malahide Beach,Coast Road,Martello Tower,53.4483,-6.1363
IE4124,3608,Hillcourt,Carrickhill Road,Carrickhill Road,53.4311,-6.1343
IE4125,3609,Carrickhill Rd Lower,Carrickhill Road,Carrickcourt Estate,53.4261,-6.1341
IE4126,3610,Carrickhill Rd Lower,Carrickhill Road,Carrickcourt Estate,53.4257,-6.1344
IE4127,6107,Lohunda Park,New Ongar Road,Charnwood,53.3873,-6.4119
IE4128,6108,Clonsilla Link Road,New Ongar Road,Castlefield Court,53.3881,-6.4164
IE4129,6171,Waterville Road,Snugsborough Road,Annagh Court,53.396,-6.3741
IE4130,6172,Lohunda Close,Blanchardstown Road,Blanchardstown Road,53.3867,-6.402
IE4131,6135,Hillcourt,Carrickhill Road,Hill Court Estate,53.4312,-6.1347
IE4132,3806,Hampton Cove,Balbriggan Road,Hampton Cove,53.603,-6.1677
IE4133,7169,Leisure Centre,Portrane Road,Donabate Community Centre,53.4898,-6.1417
IE4134,3722,Leisure Centre,Portrane Road,Donabate Community Centre,53.4898,-6.1422
IE4135,7227,Limelawn,Blanchardstown Road,Blanchardstown Road (Clonsilla Road),53.3838,-6.4031
IE4136,7219,Limelawn,Blanchardstown Road,Blanchardstown Road (Clonsilla Road),53.3843,-6.4027
IE4137,7233,Bramley Park,Carpenterstown Road,Carpenterstown Road,53.3733,-6.389
IE4138,3611,Ardilaun,Carrickhill Road,Carrickhill Heights,53.4288,-6.1336
IE4139,3607,Redfern Avenue,Redfern Avenue,Martello Estate,53.4349,-6.1363
IE4140,3602,Blackberry Lane,Strand Road,Strand Road (Blackberry Lane),53.4284,-6.1287
IE4141,3595,Blackberry Lane,Strand Road,Strand Road (Blackberry Lane),53.4274,-6.1296
IE4142,3604,The Velvet Strand,Portmarnock,Portmarnock,53.4324,-6.1248
IE4143,3605,Heather Walk,Wendell Avenue,Wendell Avenue,53.434,-6.1249
IE4144,3606,Wendell Avenue,Wendell Avenue,Dunnes Stores Shopping Centre,53.4349,-6.13
IE4145,3618,Monks Meadow,Coast Road,Monks Meadow,53.4387,-6.1231
IE4146,3591,Robswall Crescent,,Robswall Estate,53.4446,-6.1276
IE4147,3619,Robswall,,Robswall Estate,53.4447,-6.1281
IE4148,3620,Biscayne Estate,Coast Road,Coast Road,53.4465,-6.1342
IE4149,3593,The Velvet Strand,Coast Road,Coast Road,53.4327,-6.1246
IE4150,3616,White Sands Hotel,Coast Road,Coast Road,53.4343,-6.1239
IE4151,3612,Community School,Carrickhill Road,Portmarnock Leisure Centre,53.4334,-6.1366
IE4152,3613,Redfern Avenue,Redfern Avenue,Redfern Avenue,53.4351,-6.1346
IE4153,3615,Wendell Avenue,Wendell Avenue,Wendell Avenue,53.4353,-6.1316
IE4154,3664,Hampton Cove,Skerries Road,hamptom Cove,53.6034,-6.1682
IE4155,3663,Corballis Park,Swords Road,Airport Terminal 2,53.4246,-6.2349
IE4156,3659,Feltrim Quarry,Feltrim Road,Roadstone Retail,53.4386,-6.191
IE4157,3650,Feltrim Quarry,Feltrim Road,Roadstone Retail,53.4385,-6.191
IE4158,3660,Streamstown,Feltrim Road,Feltrim Road (Streamstown Lane),53.4355,-6.1842
IE4159,3649,Streamstown,Feltrim Road,Feltrim Road (Streamstown Lane),53.436,-6.1854
IE4160,3662,Baskin Lane,Malahide Road,Kinsealy Research Centre,53.4232,-6.1762
IE4161,3676,Airside,Dublin Road,Dublin Road (Boroimhe),53.4468,-6.2284
IE4162,3677,Colaiste Choilm,Dublin Road Swords,Cholaiste Choilm,53.4523,-6.2249
IE4163,3672,Stockhole Lane,Swords Road,Swords Road,53.4322,-6.2301
IE4164,3669,Aircraft Hangars,Airport North Road,Maldron Hotel,53.4285,-6.2351
IE4165,3671,Airport Roundabout,Swords Road,Dublin Airport Roundabout,53.4294,-6.2302
IE4166,3658,Mount Drinan,Feltrim Road,Feltrim Road (Kinsealy Downs),53.4448,-6.1972
IE4167,3651,Mount Drinan,Feltrim Road,Feltrim Road (Kinsealy Downs),53.4448,-6.1973
IE4168,3645,Auburn House,Dublin Road,Malahide Castle,53.4405,-6.1763
IE4169,3646,Streamstown Lane,Malahide Road,Malahide Road,53.4391,-6.177
IE4170,3647,Myra Manor,Malahide Road,Feltrim Lane,53.4327,-6.1768
IE4171,3577,Myra Manor,Malahide Road,Feltrim Lane,53.4322,-6.177
IE4172,3648,Feltrim Road,Feltrim Road,Feltrim Road (Malahide Road),53.4333,-6.178
IE4173,3644,Mabestown,Dublin Road,Dublin Road (before Swords Road),53.443,-6.1738
IE4174,3580,Mabestown,Dublin Road,Dublin Road (before Swords Road),53.4433,-6.1739
IE4175,3640,Malahide Demesne,Swords Road,Swords Road (Lawson Spinney),53.4463,-6.1741
IE4176,3641,Estuary Road,Estuary Road,Castle Downs Road,53.4527,-6.1836
IE4177,3642,Seabury,Estuary Road,Church of the Sacred Heart,53.4551,-6.1813
IE4178,3656,Feltrim Business Park,Mountgorry Way,Feltrim Business Park,53.4485,-6.2044
IE4179,3653,Feltrim Business Park,Mountgorry Way,Feltrim Business Park,53.4487,-6.2045
IE4180,3657,Drynam,Feltrim Road,Feltrim Road (opp Kinsealy Downs),53.4462,-6.2002
IE4181,3652,Drynam,Feltrim Road,Feltrim Road (opp Kinsealy Downs),53.4461,-6.2005
IE4182,2338,Waterville Row,Snugborough Road,Garnish Square,53.3931,-6.378
IE4183,3087,Ridgewood,Forest Road,The Oaks Estate,53.4462,-6.2405
IE4184,3088,River Valley Heights,River Valley Road,River Valley Heights,53.4527,-6.2371
IE4185,3090,Forest View,Rathingle Road,Forest View,53.4496,-6.2415
IE4186,3078,Forrest Little,Forest Road,Golf Club Entrance,53.4403,-6.2496
IE4187,2510,Rosemount Park,Ballycoolin Road,Rosemount Industrial Estate (Cappagh Road),53.4022,-6.3556
IE4188,2961,Auburn Avenue,Auburn Avenue,Woodview Park,53.3788,-6.3585
IE4189,1899,Shelerin Road,Shelerin Road,Shelerin Road (Lohunda Road),53.3878,-6.4094
IE4190,1898,Lohunda Crescent,Shelerin Road,Shelerin Road (Lohunda Road),53.3876,-6.4098
IE4191,1902,Orchard Court,Clonsilla Road,Clonsilla Road,53.3835,-6.3924
IE4192,1903,Broadway Road,Clonsilla Road,Broadway Road,53.3852,-6.3875
IE4193,1887,Castlefield Woods,Clonsilla Road,The Thatch,53.383,-6.4105
